user_id,join_date,country,device_type,subscription_type
u494555,2021-09-05,MX,Android Tablet,basic
u497350,2022-03-07,BR,Android Tablet,premium
u174913,2020-07-11,AU,Android Tablet,premium
u999954,2021-03-07,BR,iPhone,enterprise
u528214,2021-06-04,US,iPhone,enterprise
u714088,2020-11-08,DE,iPhone,free
u622873,2020-10-10,JP,Mac,basic
u123818,2021-08-23,UK,Android Tablet,free
u018019,2021-11-23,AU,iPad,enterprise
u272976,2023-03-15,MX,Android Tablet,premium
u718651,2021-04-15,BR,Windows,free
u952018,2022-01-14,IN,Mac,premium
u571262,2021-04-21,FR,Windows,basic
u213132,2022-06-03,US,Mac,enterprise
u581872,2023-12-24,CA,Windows,free
u463918,2022-06-29,UK,iPhone,enterprise
u931410,2020-09-20,CA,Android Phone,enterprise
u380979,2020-01-05,JP,iPhone,basic
u427087,2020-10-05,BR,iPhone,free
u283375,2021-07-29,IN,iPad,basic
u346393,2022-10-20,US,Android Phone,free
u995536,2020-12-27,JP,Android Tablet,free
u107198,2023-02-25,FR,Android Phone,free
u010355,2023-03-10,CA,iPad,basic
u144948,2022-05-17,MX,Mac,enterprise
u267452,2020-04-28,DE,Android Phone,basic
u496597,2021-10-26,CA,iPad,basic
u384208,2022-05-14,IN,Windows,basic
u771327,2022-09-29,CA,Windows,enterprise
u675346,2022-07-22,BR,Mac,free
u159049,2020-03-07,UK,Android Phone,basic
u547556,2021-11-02,FR,Android Phone,basic
u529821,2023-07-25,MX,Android Tablet,premium
u250752,2020-04-04,DE,iPad,enterprise
u626577,2022-06-27,AU,iPad,enterprise
u243295,2023-04-12,US,Android Phone,basic
u963803,2021-08-23,FR,Windows,basic
u562783,2023-02-14,FR,Android Tablet,enterprise
u203249,2020-08-07,MX,Android Phone,enterprise
u096990,2023-06-25,MX,iPad,enterprise
u768042,2020-06-30,BR,Android Phone,basic
u647741,2022-11-28,JP,Mac,free
u117267,2020-03-24,DE,iPhone,basic
u862243,2022-03-04,BR,Android Phone,enterprise
u294355,2022-11-11,CA,iPad,free
u920897,2023-07-04,FR,Android Phone,enterprise
u288385,2020-12-02,IN,iPad,premium
u805478,2022-01-05,DE,Windows,premium
u173851,2023-05-13,IN,Android Phone,enterprise
u395362,2022-03-01,FR,iPad,enterprise
u729231,2020-09-21,JP,iPhone,enterprise
u572237,2023-10-03,US,Android Phone,basic
u923603,2022-05-08,AU,Android Phone,basic
u722730,2023-08-12,US,Android Tablet,basic
u445644,2020-02-02,DE,Windows,basic
u953399,2021-07-14,BR,iPhone,enterprise
u093034,2023-02-26,US,iPhone,free
u210540,2022-02-28,AU,Android Phone,basic
u071209,2021-08-01,FR,Mac,free
u954246,2022-01-20,JP,Mac,premium
u973103,2021-08-09,CA,Windows,basic
u779636,2022-12-04,UK,Mac,enterprise
u523933,2021-09-17,JP,Android Phone,basic
u371359,2022-11-17,UK,Android Phone,premium
u216644,2020-03-14,UK,Android Phone,free
u982629,2020-09-13,BR,iPad,enterprise
u877398,2020-05-13,JP,Mac,premium
u385307,2023-12-06,MX,Mac,premium
u072937,2021-10-14,BR,Android Phone,free
u279512,2022-01-28,CA,Android Phone,basic
u911791,2020-10-16,DE,Mac,basic
u958884,2023-08-28,AU,Android Phone,enterprise
u152522,2022-11-03,IN,Mac,free
u379580,2022-03-09,IN,Android Tablet,premium
u238829,2023-01-15,DE,iPhone,premium
u235041,2023-09-18,AU,Android Tablet,enterprise
u482040,2022-12-14,BR,iPad,premium
u770709,2022-11-21,US,iPhone,premium
u212159,2020-10-06,AU,iPad,basic
u904130,2020-07-10,BR,iPad,free
u160003,2022-01-12,AU,iPhone,free
u360693,2022-09-21,BR,iPhone,free
u752766,2020-08-09,AU,Android Phone,free
u713905,2021-06-29,MX,iPad,enterprise
u028633,2023-12-11,BR,iPad,free
u626625,2023-06-02,JP,Windows,basic
u286787,2021-07-23,CA,Android Tablet,free
u453801,2020-07-05,US,iPhone,basic
u875562,2022-11-08,JP,Windows,enterprise
u964261,2023-02-09,FR,Android Phone,enterprise
u212228,2023-10-19,AU,iPhone,basic
u542091,2023-03-25,DE,Android Phone,enterprise
u785237,2020-09-15,MX,iPad,enterprise
u484132,2023-06-07,BR,Android Phone,free
u064624,2021-04-17,UK,iPhone,free
u549429,2021-01-09,US,iPad,basic
u745965,2021-01-30,IN,Windows,basic
u648174,2022-08-24,DE,Android Tablet,basic
u843522,2022-03-11,FR,iPhone,free
u460075,2023-07-03,CA,iPhone,free
u264271,2022-08-12,AU,iPhone,enterprise
u960655,2022-09-24,CA,iPad,premium
u915637,2020-01-24,BR,Mac,enterprise
u566857,2021-06-08,MX,Android Phone,free
u294782,2023-08-28,DE,iPhone,basic
u081237,2023-01-12,UK,iPad,premium
u216750,2021-08-21,JP,Mac,enterprise
u937052,2021-04-16,BR,iPhone,free
u212982,2020-09-28,UK,Android Phone,free
u550020,2022-10-02,IN,Mac,free
u574046,2023-02-05,IN,Mac,basic
u387495,2021-04-27,JP,iPad,premium
u505555,2022-04-15,AU,Android Phone,basic
u180145,2022-01-24,UK,Windows,premium
u425559,2023-02-25,US,Android Phone,enterprise
u673215,2020-05-03,DE,iPad,enterprise
u429428,2021-06-27,FR,Mac,free
u136764,2021-12-15,AU,iPad,premium
u227875,2022-09-30,IN,Mac,free
u228676,2021-07-30,AU,iPad,basic
u162549,2022-12-08,AU,Mac,enterprise
u441280,2022-12-26,CA,Windows,basic
u933816,2021-10-13,FR,Mac,free
u470214,2021-04-07,AU,Android Phone,free
u166025,2023-05-09,MX,Mac,enterprise
u760038,2023-06-26,AU,Mac,premium
u768794,2023-03-24,DE,iPhone,free
u292413,2022-01-17,UK,Android Phone,enterprise
u181243,2020-04-08,AU,iPad,premium
u800012,2020-03-01,AU,Android Phone,basic
u915959,2020-10-03,CA,iPad,enterprise
u329515,2022-08-03,FR,Mac,enterprise
u893387,2022-03-01,AU,Windows,premium
u073151,2023-07-28,FR,Android Phone,premium
u045168,2021-11-17,IN,Android Tablet,free
u025839,2022-02-21,FR,Android Tablet,basic
u391252,2022-12-26,BR,Android Phone,basic
u683317,2023-12-08,CA,Android Tablet,enterprise
u202032,2023-02-20,FR,Mac,free
u780187,2021-10-30,CA,Windows,premium
u706377,2023-06-05,CA,Android Tablet,free
u135504,2020-10-14,DE,Windows,enterprise
u489881,2023-12-18,US,Android Tablet,basic
u085553,2021-11-01,FR,Android Phone,basic
u679097,2022-02-08,UK,Mac,free
u114022,2020-10-26,DE,iPhone,free
u080574,2022-07-13,JP,Mac,basic
u170660,2021-09-06,AU,iPhone,enterprise
u621380,2021-12-16,BR,iPhone,free
u344903,2021-06-02,US,iPhone,free
u163275,2020-12-20,BR,iPad,premium
u609166,2023-07-07,IN,Android Phone,basic
u337365,2020-12-24,JP,iPad,premium
u459462,2021-10-21,CA,Windows,premium
u778607,2023-12-20,FR,iPad,premium
u468961,2021-12-12,FR,iPhone,basic
u581173,2023-01-30,JP,iPhone,basic
u079942,2021-09-22,MX,Android Tablet,basic
u706000,2023-05-09,MX,Mac,basic
u264273,2020-09-05,FR,Android Phone,premium
u989446,2022-08-02,CA,Mac,free
u601323,2020-07-05,US,Android Tablet,basic
u466135,2023-12-08,UK,Android Phone,basic
u182321,2022-04-05,FR,Windows,basic
u815484,2022-11-26,CA,iPhone,basic
u105888,2020-04-16,CA,iPad,basic
u972857,2021-03-08,DE,Windows,premium
u145016,2021-10-06,AU,Mac,basic
u663729,2021-09-01,US,Mac,basic
u402301,2020-10-25,AU,Mac,enterprise
u267819,2022-09-12,AU,iPad,free
u430232,2022-10-19,DE,iPad,free
u973770,2020-04-09,MX,Windows,premium
u264556,2023-11-07,JP,Windows,basic
u819433,2022-05-20,US,iPad,free
u252787,2021-06-28,BR,iPhone,free
u837332,2021-02-26,BR,Mac,premium
u632451,2022-08-31,UK,iPhone,basic
u089128,2023-08-22,AU,Windows,basic
u052886,2020-07-26,DE,Mac,premium
u095281,2023-09-23,IN,iPad,free
u852605,2020-09-02,FR,Android Tablet,basic
u887066,2022-03-05,US,Android Phone,premium
u393591,2023-05-10,JP,iPad,enterprise
u244843,2022-12-13,AU,iPad,premium
u837008,2023-06-08,MX,Windows,free
u980198,2020-11-09,UK,Android Tablet,enterprise
u167949,2021-09-11,FR,iPad,premium
u696313,2022-03-25,DE,iPhone,premium
u387613,2021-10-27,US,iPhone,basic
u333107,2023-12-27,DE,Mac,premium
u873094,2022-05-06,IN,iPhone,premium
u551806,2020-09-05,DE,Mac,enterprise
u008623,2020-06-16,JP,Android Phone,basic
u446811,2021-05-12,AU,Android Phone,premium
u177339,2021-05-10,CA,Android Tablet,enterprise
u977918,2022-03-11,BR,iPhone,basic
u805413,2021-05-05,CA,iPhone,free
u898980,2023-11-05,DE,iPad,premium
u033509,2021-01-11,UK,iPhone,basic
u043628,2023-03-14,IN,Android Tablet,free
u822479,2020-05-27,US,Android Phone,basic
u863340,2022-06-29,BR,Windows,basic
u935779,2022-12-22,MX,Android Phone,premium
u363329,2022-03-09,UK,Android Tablet,basic
u668639,2020-04-13,MX,iPad,free
u533851,2022-12-14,JP,Android Phone,enterprise
u008632,2021-12-29,US,Mac,premium
u217173,2020-02-23,MX,Windows,enterprise
u416387,2020-05-01,UK,Mac,enterprise
u739043,2022-09-06,JP,iPad,premium
u472891,2022-01-05,FR,Android Tablet,free
u261815,2021-05-27,DE,iPad,basic
u138404,2020-12-15,MX,Windows,enterprise
u653040,2022-12-11,MX,Android Phone,enterprise
u197042,2023-04-03,AU,Windows,enterprise
u414699,2020-11-19,UK,Android Tablet,enterprise
u944868,2022-09-05,CA,Mac,premium
u509578,2021-03-14,MX,iPad,basic
u678255,2021-07-29,AU,Windows,premium
u045977,2021-07-28,DE,Android Tablet,basic
u169406,2020-09-20,FR,Windows,free
u489565,2023-10-07,JP,Windows,enterprise
u918387,2020-01-14,DE,Windows,free
u607302,2020-11-01,UK,Android Phone,enterprise
u179217,2022-11-18,FR,Android Tablet,basic
u241183,2020-09-16,DE,Mac,basic
u515971,2023-09-08,BR,iPhone,basic
u195691,2020-12-10,AU,iPhone,premium
u517491,2021-02-07,FR,Windows,free
u870084,2022-02-24,MX,Android Phone,basic
u307396,2022-12-11,DE,iPhone,enterprise
u752961,2020-09-02,CA,Windows,basic
u596065,2022-10-13,AU,Mac,basic
u288750,2022-03-16,JP,Windows,basic
u981972,2022-04-09,FR,Android Phone,free
u939121,2020-01-20,UK,Android Tablet,basic
u782679,2022-11-28,US,Mac,premium
u088208,2022-09-13,JP,Windows,free
u154171,2023-11-04,CA,iPad,enterprise
u740821,2022-01-06,UK,Android Phone,premium
u836420,2022-02-10,DE,Windows,basic
u768951,2020-05-02,FR,Android Tablet,free
u426635,2021-10-04,MX,Android Tablet,free
u822379,2020-08-11,AU,Windows,enterprise
u971143,2022-01-27,US,iPhone,free
u347498,2023-01-01,CA,iPhone,premium
u403454,2020-12-26,UK,iPad,premium
u613565,2022-12-21,AU,iPhone,enterprise
u928294,2020-09-10,JP,iPhone,enterprise
u027424,2020-10-13,AU,iPad,basic
u867442,2020-02-27,US,Mac,premium
u858672,2020-08-03,JP,iPhone,enterprise
u288943,2022-05-15,US,iPhone,enterprise
u533819,2023-04-03,US,Mac,enterprise
u153577,2020-03-24,IN,Android Tablet,enterprise
u444184,2023-12-04,US,Mac,basic
u230143,2021-10-07,US,Mac,free
u240282,2020-06-17,UK,Android Phone,basic
u836681,2020-06-04,AU,Mac,free
u421318,2020-04-16,FR,Android Phone,enterprise
u438007,2020-05-27,JP,iPad,free
u166807,2023-04-01,US,iPhone,premium
u743039,2021-07-08,FR,Mac,free
u076938,2020-08-24,AU,Windows,enterprise
u787295,2023-04-21,CA,Windows,premium
u296029,2020-04-12,MX,Mac,basic
u358180,2021-09-15,US,iPhone,premium
u723469,2021-03-27,MX,Android Tablet,enterprise
u550244,2020-12-18,FR,iPhone,enterprise
u117624,2022-07-10,FR,Windows,free
u851032,2020-08-02,BR,iPad,basic
u097675,2022-02-27,AU,Android Phone,enterprise
u986413,2021-06-07,US,Mac,basic
u239323,2021-12-23,MX,Android Phone,basic
u102514,2023-04-09,AU,iPad,enterprise
u672773,2021-12-16,DE,iPad,free
u128222,2023-05-06,UK,Windows,premium
u094359,2021-08-01,BR,Windows,basic
u351072,2023-03-31,CA,Windows,basic
u423213,2023-03-31,JP,iPad,premium
u934792,2022-12-24,UK,Android Phone,basic
u235878,2023-06-21,BR,Windows,enterprise
u826105,2022-08-10,AU,Windows,basic
u528911,2021-09-19,US,iPhone,enterprise
u111399,2022-12-20,FR,iPad,free
u441541,2022-06-30,IN,Mac,free
u000300,2023-11-20,AU,iPad,premium
u606244,2023-09-17,UK,Android Phone,free
u476295,2021-05-16,BR,iPad,enterprise
u890993,2021-10-10,MX,iPad,basic
u027577,2020-03-15,DE,Android Tablet,free
u028602,2020-10-01,DE,Android Phone,free
u814148,2020-09-01,CA,Android Tablet,premium
u699462,2021-07-23,UK,Android Phone,basic
u755883,2023-05-08,MX,Mac,enterprise
u659491,2021-07-28,AU,Android Phone,basic
u577367,2022-11-17,JP,iPhone,basic
u518686,2021-09-02,MX,iPad,enterprise
u467121,2020-12-28,DE,Mac,free
u041339,2022-11-01,US,Windows,premium
u909034,2020-07-07,UK,Android Phone,free
u721647,2022-07-29,US,iPhone,premium
u408700,2021-05-17,UK,iPad,free
u167118,2020-09-25,DE,Mac,free
u679743,2022-07-08,AU,Android Phone,premium
u272548,2023-12-17,CA,Android Tablet,free
u431769,2020-09-27,JP,Mac,premium
u357951,2020-02-07,AU,Android Phone,basic
u596945,2023-10-14,JP,Android Phone,enterprise
u464662,2022-01-25,BR,Android Tablet,premium
u954569,2021-02-27,FR,Mac,premium
u812413,2021-05-22,DE,iPad,free
u990903,2020-05-19,AU,Mac,free
u056708,2021-09-22,US,Mac,enterprise
u818707,2023-04-23,IN,iPad,premium
u464750,2020-10-13,US,Android Tablet,free
u775500,2021-05-16,JP,Mac,enterprise
u862572,2023-03-17,US,Mac,free
u804817,2021-08-05,BR,iPhone,premium
u750775,2021-06-05,UK,Windows,free
u026104,2021-03-04,MX,Android Tablet,basic
u309908,2020-05-11,FR,iPhone,basic
u676161,2023-01-17,FR,iPhone,premium
u133769,2020-07-17,JP,Mac,basic
u996604,2023-05-11,UK,Android Phone,premium
u324390,2021-12-11,BR,Windows,enterprise
u969707,2022-01-19,AU,Windows,premium
u832388,2022-07-08,JP,Windows,premium
u767984,2022-04-29,UK,Android Tablet,basic
u696865,2023-09-30,IN,Windows,free
u385774,2021-03-02,IN,iPhone,basic
u481918,2021-06-07,MX,iPad,free
u567573,2021-10-16,JP,Windows,basic
u984210,2020-11-26,UK,iPad,free
u217586,2021-10-26,DE,Mac,premium
u076956,2023-09-04,JP,iPad,basic
u634619,2020-08-06,IN,iPhone,free
u306696,2020-03-08,BR,iPad,enterprise
u596326,2023-04-05,JP,iPhone,enterprise
u927376,2022-12-17,JP,Android Tablet,premium
u442086,2023-06-09,MX,Android Phone,basic
u833741,2023-07-01,DE,iPhone,enterprise
u730868,2020-08-20,US,Android Phone,free
u036588,2022-11-13,BR,Android Tablet,free
u285368,2020-01-29,JP,Android Tablet,basic
u629066,2020-09-10,JP,Mac,premium
u921144,2021-04-12,BR,iPad,free
u425511,2023-02-22,BR,Mac,free
u615820,2023-04-03,DE,iPhone,premium
u402169,2021-08-10,IN,Android Phone,free
u316479,2022-05-08,JP,Android Phone,basic
u885418,2021-01-01,US,Mac,premium
u962054,2023-01-17,FR,Windows,premium
u778142,2023-06-13,MX,iPad,basic
u909340,2021-04-26,US,Mac,basic
u021783,2023-03-26,US,iPhone,basic
u399049,2021-03-29,US,Windows,premium
u326274,2020-12-20,UK,Android Phone,enterprise
u353043,2020-11-23,BR,iPad,basic
u102061,2023-10-03,CA,Android Phone,basic
u950714,2023-11-28,DE,Android Tablet,enterprise
u019394,2020-03-05,AU,Android Phone,basic
u764800,2020-12-16,UK,Android Tablet,premium
u351324,2023-12-07,US,Android Phone,premium
u007042,2021-12-10,UK,iPad,premium
u130738,2023-01-03,AU,iPhone,premium
u812037,2022-07-24,DE,iPad,premium
u655397,2021-11-27,US,iPhone,enterprise
u823142,2023-09-05,MX,iPad,premium
u644276,2022-03-30,CA,Android Phone,free
u125388,2020-08-01,UK,Android Phone,premium
u613926,2020-12-09,DE,Android Phone,premium
u643397,2020-11-16,IN,iPad,basic
u159740,2023-02-27,CA,iPad,basic
u002348,2021-08-24,JP,Android Phone,free
u452882,2021-06-01,BR,Windows,free
u905886,2021-07-15,JP,Android Phone,basic
u068211,2022-12-26,AU,Mac,free
u092884,2023-11-05,JP,iPhone,basic
u854144,2020-07-01,US,Android Phone,premium
u325833,2022-08-23,BR,Android Phone,basic
u548683,2022-02-04,IN,Windows,enterprise
u117656,2023-03-20,DE,iPad,enterprise
u697709,2021-12-20,CA,Windows,premium
u061746,2022-10-18,IN,iPhone,enterprise
u638374,2022-12-01,JP,Mac,premium
u767897,2022-02-26,JP,iPhone,basic
u572297,2021-12-16,BR,iPad,premium
u303614,2021-01-28,AU,Android Tablet,basic
u571215,2023-09-28,AU,iPad,enterprise
u606586,2023-09-02,US,Android Phone,basic
u147784,2020-10-08,DE,Mac,free
u236092,2021-03-29,MX,Android Phone,enterprise
u668571,2022-03-06,MX,iPad,premium
u034432,2021-01-17,UK,Windows,premium
u194986,2020-02-26,CA,Windows,enterprise
u333748,2022-07-10,IN,Android Phone,premium
u692188,2022-04-02,UK,Windows,free
u000077,2023-08-15,DE,Windows,basic
u143412,2022-12-31,IN,Windows,basic
u761596,2022-11-17,BR,Android Tablet,enterprise
u811891,2023-08-06,IN,Android Tablet,basic
u718812,2021-05-19,IN,iPhone,enterprise
u530921,2021-12-28,UK,iPhone,premium
u197200,2023-07-23,BR,iPad,basic
u762610,2020-10-14,UK,Mac,free
u499264,2020-12-04,BR,iPad,enterprise
u564516,2021-03-01,DE,iPad,premium
u141214,2020-09-03,DE,Windows,premium
u026053,2023-09-13,CA,Android Tablet,basic
u418682,2023-10-30,BR,Android Tablet,free
u135311,2021-10-11,MX,Mac,enterprise
u168374,2023-04-08,JP,iPad,enterprise
u436830,2020-06-18,DE,iPhone,basic
u526208,2023-09-21,DE,Android Tablet,basic
u450751,2023-05-11,MX,Mac,basic
u236818,2022-03-01,FR,Mac,premium
u392972,2023-10-03,DE,iPhone,enterprise
u830857,2023-04-24,US,Android Tablet,enterprise
u612806,2021-02-17,BR,Android Phone,enterprise
u412545,2021-03-21,BR,Android Phone,basic
u450121,2023-10-20,JP,iPad,premium
u643707,2021-12-28,MX,iPad,free
u629405,2020-07-22,FR,iPhone,basic
u890850,2022-04-17,US,iPad,free
u916872,2020-05-08,FR,Android Tablet,basic
u251687,2023-11-01,CA,Windows,free
u395517,2021-01-04,IN,Android Tablet,premium
u646493,2020-10-25,AU,iPad,basic
u994518,2020-02-15,BR,Android Phone,premium
u424229,2023-12-05,IN,Windows,premium
u264371,2021-09-13,DE,Android Phone,free
u030263,2021-10-02,BR,Android Tablet,free
u409617,2022-05-06,JP,Windows,enterprise
u753428,2022-10-11,UK,Mac,enterprise
u100683,2020-10-07,CA,Android Phone,free
u610286,2023-11-19,US,Android Phone,free
u165411,2023-11-11,CA,Android Phone,basic
u932013,2023-08-03,FR,Android Phone,premium
u998973,2020-08-20,DE,Android Tablet,premium
u918584,2020-02-09,AU,Windows,premium
u901604,2021-03-25,AU,Android Tablet,premium
u550766,2021-05-04,BR,iPhone,enterprise
u536953,2023-09-24,DE,Android Phone,free
u428669,2022-05-21,CA,iPad,basic
u684093,2022-11-26,AU,iPhone,premium
u298979,2023-09-09,JP,iPad,free
u722609,2021-06-06,CA,Mac,enterprise
u508517,2022-06-18,CA,Mac,basic
u057481,2023-07-24,JP,Mac,basic
u925647,2021-04-02,BR,iPhone,free
u338920,2023-05-09,US,Mac,enterprise
u013034,2023-01-21,FR,Windows,enterprise
u090180,2021-08-05,MX,Android Phone,basic
u035642,2020-06-04,IN,Windows,enterprise
u169775,2022-06-14,UK,Android Tablet,enterprise
u112932,2020-08-20,JP,Android Phone,free
u739553,2021-08-06,MX,Android Tablet,basic
u346584,2022-09-08,JP,Windows,enterprise
u412561,2023-12-16,JP,Windows,enterprise
u799975,2020-05-11,AU,Mac,free
u196517,2020-11-26,CA,iPad,basic
u173194,2023-10-26,DE,iPad,basic
u711359,2023-07-18,AU,Android Phone,premium
u564557,2022-04-02,IN,iPad,enterprise
u195362,2022-06-22,IN,Windows,free
u062635,2023-10-05,BR,iPhone,free
u645049,2023-05-07,BR,iPhone,premium
u434359,2023-06-24,BR,Android Phone,premium
u747010,2022-07-04,AU,iPad,premium
u781353,2021-12-08,BR,Android Tablet,enterprise
u503494,2022-11-21,IN,Windows,basic
u857976,2023-01-26,DE,iPhone,premium
u703779,2022-01-25,CA,Mac,free
u822123,2023-11-04,CA,Android Tablet,free
u073091,2020-05-04,CA,Android Phone,basic
u450526,2021-06-04,AU,iPad,enterprise
u846641,2023-11-22,DE,Mac,enterprise
u267289,2020-11-29,CA,iPad,basic
u833041,2021-06-06,MX,Windows,basic
u939880,2023-06-01,BR,Android Phone,premium
u141502,2022-06-12,UK,iPhone,premium
u688309,2020-08-01,UK,iPhone,basic
u070276,2023-05-14,JP,Windows,premium
u978268,2023-07-21,AU,Android Phone,premium
u455038,2022-08-09,BR,Android Phone,enterprise
u719235,2021-08-12,US,Android Phone,basic
u905863,2023-06-25,US,Windows,enterprise
u155109,2020-12-29,IN,Android Phone,enterprise
u143354,2023-07-05,BR,Mac,free
u202850,2023-10-12,IN,Android Tablet,basic
u633527,2020-09-20,MX,iPhone,premium
u591522,2021-10-30,FR,Android Tablet,premium
u107584,2020-09-22,UK,Mac,enterprise
u057594,2020-08-10,UK,Android Tablet,enterprise
u308300,2021-08-19,MX,Android Tablet,premium
u772076,2022-03-18,AU,Android Phone,premium
u184508,2021-02-27,IN,Android Tablet,enterprise
u923836,2022-06-18,UK,Android Phone,premium
u046524,2022-11-22,UK,Android Phone,basic
u069154,2020-06-02,CA,Mac,premium
u951088,2020-04-06,IN,Android Tablet,free
u482065,2020-07-18,IN,Mac,premium
u138138,2020-07-16,UK,Android Phone,premium
u674283,2022-01-25,AU,Android Tablet,basic
u255512,2020-10-27,IN,iPhone,enterprise
u678219,2021-10-26,BR,iPad,enterprise
u259976,2020-12-29,AU,iPad,basic
u471638,2021-12-01,FR,iPad,basic
u668162,2022-10-23,UK,iPad,free
u300609,2022-12-15,MX,Windows,basic
u864530,2022-09-08,UK,Android Tablet,free
u392910,2022-03-14,DE,iPhone,basic
u766286,2023-05-13,DE,iPad,premium
u231928,2020-06-05,IN,Mac,basic
u165036,2021-08-14,DE,Android Tablet,free
u301827,2021-04-24,FR,Mac,premium
u942960,2023-09-16,MX,iPhone,free
u834902,2021-04-21,FR,Mac,premium
u058005,2022-03-07,CA,iPhone,basic
u188864,2021-09-24,IN,Android Phone,enterprise
u941540,2022-04-05,JP,iPhone,enterprise
u532140,2022-06-21,FR,iPad,free
u615005,2022-10-18,MX,Android Tablet,enterprise
u387770,2021-08-11,AU,Android Tablet,premium
u206606,2020-10-31,DE,Windows,free
u609158,2021-05-12,CA,Mac,enterprise
u318450,2020-07-22,MX,iPhone,free
u090749,2022-03-30,MX,Android Tablet,free
u633185,2023-04-16,FR,iPad,premium
u238306,2023-02-23,US,Android Phone,free
u969966,2023-04-04,MX,iPhone,basic
u264282,2021-01-18,CA,iPad,free
u414387,2021-09-08,US,Android Tablet,premium
u766383,2023-12-04,CA,Android Tablet,enterprise
u583888,2021-12-24,AU,Android Phone,premium
u890954,2021-12-19,BR,iPad,basic
u195044,2022-03-03,US,Windows,basic
u394030,2022-01-11,AU,Android Phone,premium
u061858,2021-12-23,CA,Android Phone,premium
u961219,2022-12-30,UK,Android Tablet,basic
u150971,2022-10-14,DE,iPhone,premium
u412140,2020-07-24,DE,Android Phone,premium
u437122,2023-11-25,BR,iPad,enterprise
u529607,2023-07-18,US,Android Phone,free
u841369,2023-09-02,US,Windows,basic
u716194,2021-11-06,JP,Android Phone,free
u547868,2020-03-13,FR,Windows,basic
u021794,2022-10-16,UK,Mac,premium
u080498,2023-01-04,AU,Windows,enterprise
u827153,2021-04-01,UK,iPad,basic
u498515,2021-01-14,CA,Android Tablet,basic
u295400,2020-03-14,AU,Android Phone,enterprise
u175242,2022-04-18,CA,iPad,basic
u367964,2020-01-29,CA,Mac,basic
u429635,2023-11-27,US,Android Phone,enterprise
u426374,2023-11-05,UK,Android Tablet,premium
u210054,2022-09-14,AU,Mac,free
u688912,2021-11-07,CA,iPad,free
u190181,2020-07-24,AU,iPhone,premium
u084608,2021-09-25,CA,iPad,free
u107900,2023-03-08,IN,iPhone,premium
u456817,2021-05-15,IN,Windows,enterprise
u404860,2021-08-17,JP,iPad,basic
u662854,2021-04-27,JP,Android Tablet,free
u302953,2023-03-30,JP,Android Tablet,enterprise
u057878,2023-04-01,CA,Android Phone,free
u611069,2020-05-25,AU,iPad,free
u618319,2020-08-23,US,Android Tablet,free
u827440,2020-10-25,DE,Android Tablet,basic
u297541,2023-11-29,FR,iPad,premium
u827761,2020-04-18,US,Android Tablet,premium
u863527,2022-09-11,JP,Android Phone,basic
u064764,2022-12-23,IN,Android Tablet,free
u123001,2021-06-03,BR,Android Phone,enterprise
u197034,2021-09-16,JP,Windows,enterprise
u653575,2023-09-27,JP,Android Phone,premium
u161533,2023-02-06,US,iPhone,free
u297521,2021-03-12,DE,Android Phone,basic
u282417,2020-06-27,US,iPad,basic
u864865,2022-01-03,AU,Android Phone,free
u264742,2023-01-02,US,iPad,enterprise
u983069,2021-10-24,US,iPhone,premium
u649880,2020-12-26,CA,Windows,premium
u251777,2020-05-26,CA,Windows,premium
u675598,2023-09-03,AU,iPhone,free
u845405,2023-03-26,MX,Mac,enterprise
u753903,2023-10-31,MX,Mac,enterprise
u726230,2020-01-09,MX,iPhone,basic
u525406,2023-03-09,JP,Android Phone,free
u973001,2020-02-25,FR,Mac,premium
u767608,2020-01-04,US,Android Tablet,premium
u036830,2023-12-25,US,Android Tablet,premium
u167053,2023-12-31,JP,Mac,premium
u438866,2020-12-21,UK,iPad,basic
u604939,2022-08-14,BR,Android Phone,free
u713307,2023-08-02,BR,iPhone,enterprise
u871789,2020-10-06,JP,Mac,basic
u360383,2023-12-01,IN,iPad,basic
u244542,2020-02-16,CA,Windows,premium
u053300,2023-07-19,AU,Android Tablet,free
u318127,2023-04-21,UK,Windows,basic
u249688,2021-01-08,MX,iPad,basic
u297749,2020-05-31,IN,Windows,free
u201936,2022-11-21,FR,Android Tablet,enterprise
u496409,2022-06-18,AU,Mac,premium
u998311,2020-10-28,UK,Windows,basic
u039089,2020-06-01,MX,Android Phone,free
u427838,2020-06-29,UK,Mac,free
u292922,2020-07-19,DE,Android Tablet,free
u228674,2020-12-25,US,Android Tablet,enterprise
u296086,2023-06-08,UK,iPad,basic
u923273,2021-08-24,CA,Android Phone,basic
u287067,2022-03-02,CA,iPhone,premium
u511261,2021-09-21,UK,iPhone,free
u953748,2020-12-04,DE,iPhone,premium
u439961,2021-01-12,DE,iPad,premium
u562347,2022-12-23,DE,Android Tablet,basic
u746496,2020-05-03,MX,iPad,basic
u287370,2020-06-05,BR,Mac,premium
u047494,2023-07-28,CA,iPad,enterprise
u315889,2020-05-11,MX,Android Tablet,enterprise
u419875,2022-01-11,FR,iPad,basic
u517541,2023-07-15,DE,Mac,premium
u545855,2022-03-22,DE,Windows,free
u672495,2020-05-19,JP,Windows,enterprise
u453307,2020-10-25,CA,iPhone,basic
u759441,2023-12-22,DE,iPad,free
u031365,2021-11-25,DE,Android Phone,premium
u510390,2020-03-10,DE,iPad,enterprise
u448348,2021-12-02,JP,Android Tablet,basic
